Unnamed: 0,id,host_id,host_is_superhost,host_listings_count,neighbourhood,zipcode,latitude,longitude,property_type,room_type,accommodates,bathrooms,bedrooms,beds,price,minimum_nights,has_availability,availability_30,availability_60,availability_90,availability_365,number_of_reviews_ltm,review_scores_rating,price_normal
16088,34625241,154040549,0,12.0,6,8007,41.38705,2.1685,1,1,4,1.0,2.0,3.0,79.0,1,0,3,7,20,31,5,7,4.3694478524670215
11028,25832118,182406866,0,13.0,6,8011,41.38722,2.16591,1,0,6,2.0,3.0,6.0,54.0,32,0,16,40,40,241,0,8,3.9889840465642745
6699,17471231,102947901,0,520.0,54,8026,41.40889,2.1823,1,0,6,2.0,2.0,3.0,90.0,1,0,1,8,20,20,21,6,4.499809670330265
14456,32543127,241431385,0,32.0,6,8009,41.39574,2.17407,1,0,4,1.0,1.0,1.0,58.0,32,0,0,1,31,277,0,8,4.060443010546419
15659,34177984,183514245,0,1.0,6,8015,41.37945,2.15313,1,0,3,1.0,1.0,2.0,120.0,1,0,10,34,63,277,3,6,4.787491742782046
7134,18462875,69156022,0,5.0,50,8015,41.37631,2.15148,1,1,2,2.0,1.0,1.0,15.0,1,0,11,41,71,144,18,6,2.70805020110221
6060,15864211,102828622,0,7.0,65,8006,41.39696,2.15555,1,0,4,2.0,2.0,3.0,101.0,32,0,13,43,73,348,1,6,4.61512051684126
1841,2976285,15180824,0,7.0,65,8012,41.40103,2.15582,1,1,5,2.0,3.0,5.0,35.0,32,0,29,59,89,143,0,7,3.555348061489413
1565,2319608,11846024,1,2.0,67,8013,41.3983,2.17919,1,0,6,1.0,3.0,6.0,95.0,3,0,1,12,27,296,31,7,4.553876891600541
3674,7999354,41750999,1,1.0,18,8006,41.4035,2.14977,1,1,2,1.0,1.0,1.0,39.0,3,0,3,7,13,279,31,7,3.6635616461296463
15625,34135095,54310958,0,65.0,21,8008,41.39739,2.15887,1,0,4,2.0,2.0,3.0,999.0,2,0,9,33,63,148,3,7,6.906754778648554
4313,10461425,53905711,0,1.0,57,8004,41.36962,2.14369,3,1,2,1.0,1.0,2.0,250.0,1,0,30,60,90,365,0,8,5.521460917862246
4700,11745779,23992171,0,2.0,6,8008,41.39254,2.15909,1,1,2,1.0,1.0,1.0,30.0,2,0,0,0,0,0,0,6,3.4011973816621555
3321,6964841,31847515,0,1.0,5,8037,41.39806,2.16288,1,1,2,2.0,1.0,1.0,75.0,1,0,0,0,0,0,0,8,4.31748811353631
5194,13346360,75620994,0,15.0,3,8002,41.38043,2.18098,1,0,5,2.0,2.0,4.0,105.0,32,0,0,12,42,317,0,7,4.653960350157523
4470,11029651,57236849,0,5.0,57,8038,41.35845,2.14006,1,1,2,1.0,1.0,1.0,22.0,2,0,24,54,84,85,8,7,3.091042453358316
4775,12060481,27413056,0,1.0,57,8014,41.38261,2.13966,1,1,1,1.0,1.0,1.0,27.0,1,0,0,0,0,0,4,7,3.295836866004329
6577,17300927,98839085,0,1.0,40,8014,41.38306,2.1337,1,1,2,1.0,1.0,1.0,38.0,2,0,3,3,3,3,29,7,3.6375861597263857
14005,32002824,6538012,0,14.0,57,8004,41.37252,2.16037,18,2,1,2.0,1.0,4.0,35.0,1,0,11,27,45,305,0,8,3.555348061489413
4711,11781693,20885212,0,1.0,3,8018,41.3903,2.18208,1,1,2,1.0,1.0,1.0,47.0,3,0,0,0,0,0,6,7,3.8501476017100575
848,1106222,2041901,0,17.0,57,8004,41.37126,2.14372,1,0,6,1.0,2.0,4.0,85.0,3,0,2,15,28,303,12,6,4.442651256490317
13081,30148123,222673105,0,15.0,11,8026,41.4104,2.17879,1,0,1,1.0,1.0,1.0,105.0,32,0,2,19,19,260,0,8,4.653960350157523
839,1099498,6040402,1,1.0,5,8009,41.39449,2.17313,1,1,2,1.0,1.0,1.0,42.0,3,0,4,9,21,292,54,7,3.737669618283368
8743,21522442,21873399,0,39.0,16,8004,41.37343,2.1645,1,0,4,1.0,2.0,3.0,90.0,3,0,15,42,72,157,5,7,4.499809670330265
7535,19167031,12469439,0,11.0,21,8012,41.39916,2.15824,1,0,4,1.0,1.0,2.0,95.0,2,0,1,9,10,32,18,6,4.553876891600541
7762,19536714,134698146,0,36.0,21,8012,41.39927,2.16136,1,0,3,1.0,1.0,2.0,79.0,1,0,0,3,6,121,19,6,4.3694478524670215
4599,11358392,34964499,0,37.0,57,8004,41.37442,2.16531,1,0,3,1.0,1.0,2.0,75.0,32,0,0,7,37,312,0,8,4.31748811353631
9612,23152577,170716140,0,133.0,3,8003,41.38535,2.18205,1,0,4,1.0,2.0,3.0,62.0,32,0,0,0,0,213,0,8,4.127134385045092
5787,14819632,92639462,0,1.0,50,8011,41.38201,2.16284,1,0,4,1.0,3.0,5.0,101.0,1,0,0,0,17,103,42,6,4.61512051684126
17859,36195741,7678248,1,5.0,22,8041,41.42109,2.17481,1,1,2,1.0,1.0,1.0,90.0,1,0,28,51,51,241,0,8,4.499809670330265
605,868198,582060,0,45.0,6,8009,41.39761,2.17017,1,0,8,2.0,4.0,6.0,260.0,3,0,1,4,9,256,30,7,5.560681631015528
12011,27784079,209785904,1,2.0,54,8005,41.40262,2.20064,1,1,2,1.0,1.0,1.0,60.0,2,0,8,33,63,338,9,7,4.0943445622221
15051,33391752,86551441,0,36.0,5,8037,41.39975,2.16422,1,0,6,2.0,2.0,2.0,90.0,3,0,5,27,57,142,2,7,4.499809670330265
7228,18635538,4266014,0,1.0,5,8037,41.39801,2.16592,1,1,1,1.0,1.0,1.0,29.0,3,0,0,0,0,0,0,8,3.367295829986474
2312,3955338,7552557,0,1.0,54,8020,41.41749,2.19498,1,0,6,1.0,3.0,4.0,70.0,2,0,2,3,10,172,33,7,4.248495242049359
12434,28959328,217922575,1,3.0,3,8001,41.38269,2.171,1,1,2,1.0,1.0,1.0,44.0,1,0,10,37,67,91,65,7,3.784189633918261
11571,26966765,173993443,0,4.0,6,8011,41.38498,2.15997,1,0,4,1.0,2.0,3.0,145.0,1,0,3,15,45,45,34,7,4.976733742420574
1983,3250179,953719,1,2.0,50,8011,41.38061,2.16231,1,0,5,2.0,3.0,4.0,69.0,32,0,0,10,40,315,3,7,4.23410650459726
8394,20717011,148334596,0,1.0,24,8032,41.42066,2.15923,1,0,2,1.0,1.0,1.0,25.0,31,0,0,29,59,334,2,7,3.218875824868201
8680,21390934,139063900,1,38.0,6,8036,41.39331,2.15339,1,0,8,2.0,4.0,6.0,170.0,1,0,0,7,16,204,25,7,5.135798437050262
5730,14560963,9666629,0,2.0,57,8004,41.37223,2.17149,1,1,2,1.0,1.0,2.0,43.0,3,0,1,16,46,46,1,6,3.7612001156935615
2824,5481048,573365,0,2.0,10,8003,41.38512,2.18079,1,1,2,1.0,1.0,1.0,65.0,3,0,16,44,74,349,2,6,4.174387269895637
4553,11289487,2576255,0,1.0,21,8012,41.40583,2.15116,1,1,1,1.0,1.0,1.0,30.0,15,0,0,0,0,0,0,7,3.4011973816621555
5338,13666883,43565515,1,44.0,6,8008,41.39341,2.1596,1,0,12,4.0,6.0,10.0,5000.0,2,0,6,14,22,221,11,7,8.517193191416238
4455,10988342,9866045,0,1.0,30,8015,41.38301,2.14925,1,0,2,1.0,1.0,2.0,51.0,31,0,5,6,32,200,3,7,3.9318256327243257
16350,34860929,49169778,0,1.0,57,8028,41.37301,2.13009,1,1,1,1.0,1.0,1.0,25.0,1,0,1,8,30,305,5,7,3.218875824868201
3750,8222946,9804362,0,2.0,15,8002,41.38576,2.17151,1,1,2,1.0,1.0,1.0,38.0,3,0,4,6,27,302,46,7,3.6375861597263857
13567,31197349,233263785,0,3.0,3,8003,41.38622,2.17836,1,1,3,1.0,1.0,2.0,46.0,4,0,0,5,10,268,11,7,3.828641396489095
15250,33700185,5729069,0,25.0,4,8005,41.40198,2.20929,1,0,6,2.0,3.0,6.0,326.0,1,0,8,19,49,130,0,8,5.786897381366708
8004,19872554,140596248,0,1.0,6,8015,41.38199,2.14897,1,1,1,1.0,1.0,1.0,30.0,3,0,0,0,0,189,0,7,3.4011973816621555
16682,35188743,264982226,0,1.0,3,8001,41.38099,2.17397,1,0,4,2.0,2.0,2.0,199.0,1,0,21,44,74,349,4,7,5.293304824724492
14321,32377842,86551441,0,36.0,57,8004,41.37406,2.16269,1,0,4,1.0,2.0,3.0,70.0,3,0,5,35,65,150,1,4,4.248495242049359
9082,21962658,160335661,0,1.0,43,8027,41.41657,2.18952,1,1,2,1.0,1.0,2.0,24.0,1,0,0,0,0,0,15,5,3.1780538303479458
525,790482,1744516,0,22.0,65,8012,41.40076,2.16375,1,0,6,1.0,2.0,4.0,125.0,3,0,2,15,37,312,1,5,4.8283137373023015
18107,36341943,65138270,0,0.0,6,8036,41.38742,2.15566,1,0,4,1.0,2.0,2.0,109.0,2,0,18,41,71,71,0,8,4.691347882229144
9142,22092676,26828317,0,29.0,54,8005,41.40188,2.20273,24,0,6,2.0,3.0,4.0,135.0,2,0,3,11,18,68,9,7,4.90527477843843
8453,20840468,149525664,0,2.0,48,8027,41.42744,2.17989,1,1,1,1.0,1.0,1.0,40.0,1,0,0,24,54,329,0,6,3.688879454113936
16464,34977699,183475312,0,5.0,6,8036,41.38862,2.15701,1,1,2,1.0,1.0,1.0,29.0,1,0,30,60,90,114,0,8,3.367295829986474
16946,35458461,100152046,0,22.0,57,8004,41.37424,2.16287,1,0,4,2.0,2.0,3.0,90.0,31,0,0,29,59,334,0,8,4.499809670330265
12817,29678846,168678203,0,11.0,57,8004,41.37375,2.16023,1,0,4,1.0,2.0,2.0,120.0,3,0,16,42,72,347,25,6,4.787491742782046
122,275350,1435464,0,21.0,3,8001,41.3796,2.17352,24,0,5,2.0,3.0,4.0,100.0,32,0,0,29,59,264,2,7,4.605170185988092
4368,10689360,131794,1,26.0,6,8009,41.39715,2.16887,24,0,8,2.0,3.0,4.0,229.0,1,0,16,40,70,337,14,7,5.43372200355424
10586,24911653,188335394,0,2.0,48,8027,41.42217,2.18581,1,1,2,1.0,1.0,2.0,20.0,2,0,3,11,40,311,35,7,2.995732273553991
11201,26212612,193618270,0,126.0,57,8015,41.37469,2.14676,1,0,10,3.0,4.0,7.0,399.0,3,0,8,34,54,161,5,6,5.988961416889864
2303,3919880,15705357,0,6.0,3,8001,41.37659,2.1666,3,1,2,1.0,1.0,1.0,56.0,1,0,9,27,57,332,35,6,4.02535169073515
7400,18918177,128959838,0,49.0,6,8007,41.38736,2.16767,1,0,6,1.0,2.0,4.0,158.0,1,0,7,17,38,298,3,7,5.062595033026967
15661,34186272,11738336,0,3.0,21,8024,41.40939,2.15484,1,1,1,2.0,1.0,1.0,25.0,7,0,8,18,40,113,0,8,3.218875824868201
5822,14952782,299462,0,111.0,52,8006,41.39555,2.14954,1,0,7,2.0,4.0,5.0,220.0,4,0,24,50,71,71,13,7,5.393627546352362
9200,22236190,161380107,0,15.0,6,8025,41.40278,2.17268,1,0,4,1.0,1.0,3.0,49.0,31,0,1,15,45,320,1,7,3.8918202981106265
15280,33734214,254288676,0,1.0,3,8002,41.38236,2.17476,1,0,9,2.0,5.0,5.0,500.0,3,0,19,39,69,235,7,7,6.214608098422191
15607,34117861,257611675,0,3.0,5,8013,41.39963,2.17138,1,1,2,1.0,1.0,1.0,49.0,3,0,11,41,71,162,7,6,3.8918202981106265
8883,21721181,158023606,0,131.0,3,8003,41.38644,2.18181,1,0,5,1.0,2.0,4.0,207.0,1,0,2,9,26,274,12,6,5.332718793265369
3056,6321358,32893221,1,1.0,11,8026,41.41205,2.18105,1,1,2,1.0,1.0,1.0,32.0,5,0,9,10,35,310,10,7,3.4657359027997265
3567,7696131,7496141,0,2.0,6,8016,41.39722,2.16653,1,1,1,1.0,1.0,1.0,30.0,1,0,0,0,0,0,0,7,3.4011973816621555
48,109462,396363,0,106.0,0,8037,41.40264,2.16717,1,0,4,1.0,1.0,2.0,135.0,2,0,20,30,60,327,2,5,4.90527477843843
10327,24383051,83545049,0,1.0,24,8041,41.41664,2.17323,1,1,2,1.0,1.0,2.0,25.0,1,0,27,57,87,362,30,6,3.218875824868201
502,763176,3424464,1,3.0,16,8004,41.37392,2.16837,1,1,2,1.5,1.0,1.0,24.0,4,0,0,0,2,2,46,7,3.1780538303479458
3186,6675301,30894353,0,1.0,55,8020,41.41748,2.19696,1,1,2,1.0,1.0,2.0,22.0,1,0,0,0,0,0,0,6,3.091042453358316
11645,27046263,4459553,0,206.0,5,8009,41.3974,2.17249,1,0,6,2.0,2.0,4.0,350.0,2,0,17,34,64,339,8,6,5.857933154483459
229,475786,2358821,0,1.0,63,8023,41.41101,2.1465,1,1,1,2.0,1.0,1.0,75.0,7,0,30,60,90,365,0,8,4.31748811353631
12350,28688045,84866858,1,1.0,5,8009,41.39429,2.16643,1,0,5,1.0,2.0,5.0,95.0,2,0,6,21,38,38,34,7,4.553876891600541
2825,5483016,27954529,0,6.0,6,8015,41.37554,2.16069,1,0,4,1.0,2.0,3.0,119.0,2,0,2,9,31,306,59,7,4.77912349311153
8775,21586405,133513536,1,2.0,57,8028,41.37274,2.13198,1,1,2,1.0,1.0,2.0,20.0,1,0,0,0,0,0,0,8,2.995732273553991
13481,31030285,168091065,1,24.0,5,8010,41.39199,2.1771,24,0,2,1.0,1.0,1.0,59.0,31,0,0,8,38,313,1,7,4.07753744390572
3008,6145005,31876021,0,1.0,32,8025,41.40725,2.17262,1,1,1,1.0,1.0,1.0,40.0,1,0,0,0,0,0,0,8,3.688879454113936
4307,10444635,53807169,0,1.0,3,8015,41.37547,2.16774,1,0,5,1.0,2.0,3.0,162.0,4,0,14,44,65,238,34,6,5.087596335232384
1075,1346797,2366949,0,21.0,57,8014,41.37245,2.13548,1,0,6,1.0,3.0,4.0,75.0,2,0,3,6,14,277,22,6,4.31748811353631
12499,29094085,4681816,1,3.0,20,8018,41.40074,2.18827,1,1,3,1.0,2.0,2.0,99.0,2,0,20,35,49,322,7,7,4.59511985013459
11147,26071271,26828317,0,29.0,21,8012,41.40586,2.15235,24,0,5,1.0,2.0,4.0,115.0,2,0,2,3,9,75,1,7,4.74493212836325
7656,19387279,90252281,0,2.0,6,8025,41.40838,2.17062,1,1,1,1.0,1.0,1.0,40.0,1,0,0,7,37,312,3,7,3.688879454113936
7213,18610257,299462,0,111.0,59,8006,41.39564,2.15098,1,0,7,2.0,5.0,7.0,200.0,4,0,6,15,18,18,24,7,5.298317366548036
2945,5908996,4167006,0,2.0,3,8001,41.3818,2.16681,1,1,2,1.0,1.0,1.0,30.0,3,0,8,8,8,255,13,7,3.4011973816621555
10735,25233509,971768,0,24.0,54,8019,41.40968,2.21416,1,0,8,2.0,4.0,6.0,190.0,1,0,7,21,44,121,1,7,5.247024072160486
15575,34081766,257357829,0,4.0,54,8005,41.40069,2.20346,16,1,2,1.5,1.0,1.0,80.0,1,0,20,44,67,134,11,7,4.382026634673881
8641,21310171,154230189,0,2.0,19,8001,41.3799,2.1637,1,0,4,1.0,1.0,1.0,40.0,32,0,0,29,59,334,3,6,3.688879454113936
10365,24448282,163379623,0,109.0,6,8006,41.39408,2.15661,1,0,5,2.0,3.0,5.0,106.0,1,0,7,19,22,271,6,7,4.663439094112067
4435,10919397,7503624,0,3.0,6,8013,41.401,2.1769,1,1,2,1.0,1.0,1.0,28.0,1,0,1,2,14,14,68,7,3.332204510175204
14548,32677257,245711595,0,2.0,3,8001,41.38401,2.16459,1,1,2,1.0,1.0,1.0,35.0,2,0,2,6,6,261,27,6,3.555348061489413
4163,9830869,136853,0,41.0,19,8002,41.38065,2.17268,1,0,8,2.0,4.0,6.0,140.0,1,0,0,10,37,260,14,6,4.941642422609304
3118,6507867,480528,0,12.0,6,8025,41.41051,2.17475,1,0,4,1.0,2.0,3.0,99.0,3,0,6,20,50,321,31,6,4.59511985013459
16047,34598254,240631090,0,5.0,6,8011,41.38397,2.16139,1,1,3,2.0,1.0,3.0,40.0,1,0,0,6,26,149,5,6,3.688879454113936
6881,17835432,4459553,0,206.0,6,8011,41.38634,2.15662,1,0,6,2.0,2.0,5.0,350.0,2,0,3,10,10,10,13,7,5.857933154483459
15617,34133673,235372111,0,1.0,6,8007,41.39213,2.16575,18,1,4,1.0,1.0,4.0,120.0,2,0,26,56,86,202,1,7,4.787491742782046
10263,24281016,182670626,0,1.0,44,8016,41.44475,2.18404,1,1,1,1.0,1.0,1.0,20.0,2,0,0,0,0,0,20,7,2.995732273553991
5324,13654301,79306296,0,1.0,6,8011,41.38544,2.15869,1,1,2,1.0,1.0,1.0,50.0,1,0,0,0,0,0,0,7,3.912023005428146
12415,28922772,182240945,0,2.0,30,8011,41.38544,2.16052,1,0,4,1.0,1.0,2.0,140.0,5,0,2,7,22,22,17,7,4.941642422609304
11676,27095636,96299106,0,6.0,5,8013,41.39837,2.17463,21,1,2,1.0,1.0,1.0,40.0,32,0,9,39,69,344,0,8,3.688879454113936
2420,4357598,22062164,0,3.0,23,8031,41.43593,2.15956,1,1,2,1.0,1.0,1.0,45.0,1,0,28,58,88,363,0,6,3.80666248977032
15392,33844540,190828605,1,1.0,56,8003,41.38598,2.18494,1,0,3,1.0,2.0,2.0,150.0,6,0,8,16,16,16,4,7,5.010635294096256
17854,36192546,272195909,0,1.0,50,8015,41.37839,2.1566,1,0,3,1.5,2.0,2.0,59.0,30,0,29,50,50,51,0,8,4.07753744390572
12608,29296655,70220020,0,3.0,12,8018,41.40865,2.19115,1,1,1,1.0,1.0,1.0,17.0,1,0,4,16,17,268,47,6,2.833213344056216
12142,28080117,22058462,0,1.0,5,8009,41.39558,2.16852,1,1,4,1.0,1.0,2.0,64.0,1,0,0,0,0,0,16,7,4.158883083359672
1018,1272304,206635,0,3.0,6,8036,41.38787,2.15585,1,0,7,2.0,2.0,4.0,130.0,3,0,3,9,16,268,19,7,4.867534450455582
14931,33210949,250050683,0,1.0,41,8017,41.39494,2.13103,1,1,1,1.0,1.0,1.0,49.0,30,0,30,60,90,365,0,8,3.8918202981106265
8543,21036809,151317203,0,1.0,48,8030,41.43604,2.20698,1,1,2,1.0,1.0,1.0,28.0,1,0,0,0,0,0,0,8,3.332204510175204
7746,19536697,134698146,0,36.0,6,8011,41.38366,2.15787,1,0,4,1.0,1.0,2.0,92.0,1,0,1,8,12,117,17,6,4.5217885770490405
1929,3164408,942210,0,5.0,17,8005,41.40424,2.20585,1,0,4,1.0,1.0,1.0,120.0,3,0,11,27,57,329,10,7,4.787491742782046
17202,35692442,266217070,0,11.0,30,8011,41.3836,2.16001,1,0,3,1.0,2.0,3.0,53.0,32,0,0,0,0,200,0,8,3.970291913552122
351,607438,2890975,0,1.0,3,8003,41.38908,2.17767,1,0,5,2.0,3.0,4.0,220.0,32,0,23,53,76,114,2,7,5.393627546352362
11940,27628116,208272583,1,1.0,57,8038,41.36589,2.14006,1,1,2,1.0,1.0,2.0,30.0,2,0,3,5,11,262,35,7,3.4011973816621555
223,469177,1432835,0,38.0,50,8004,41.37542,2.15904,1,0,8,2.0,4.0,4.0,90.0,3,0,0,9,15,46,40,6,4.499809670330265
6032,15767841,36117949,0,11.0,30,8000,41.38581,2.1565,1,1,4,1.0,2.0,2.0,75.0,2,0,0,0,0,0,1,7,4.31748811353631
17852,36191479,31344112,0,0.0,57,8014,41.37393,2.14142,1,1,1,1.0,1.0,1.0,25.0,1,0,0,16,16,206,0,8,3.218875824868201
17817,36163868,271991541,0,0.0,40,8029,41.39109,2.13982,1,0,4,2.0,2.0,1.0,150.0,3,0,17,33,33,101,0,8,5.010635294096256
9182,22198908,109963192,0,15.0,11,8026,41.41305,2.18283,1,0,4,1.0,1.0,2.0,58.0,31,0,29,59,89,364,0,8,4.060443010546419
12743,29578353,42126341,0,10.0,19,8001,41.38327,2.17021,1,0,3,1.0,1.0,2.0,48.0,32,0,0,0,18,108,0,8,3.871201010907891
2501,4603846,23850305,0,3.0,19,8001,41.37686,2.17536,1,0,9,3.0,4.0,8.0,220.0,2,0,2,11,19,114,68,6,5.393627546352362
13402,30849487,57935558,0,31.0,57,8038,41.3648,2.13673,1,0,6,1.0,2.0,3.0,80.0,1,0,10,25,37,61,2,7,4.382026634673881
565,840123,4269183,1,9.0,40,8903,41.37742,2.11785,1,0,2,1.0,1.0,2.0,40.0,2,0,0,7,12,236,42,7,3.688879454113936
9777,23366774,174152775,0,4.0,21,8012,41.40522,2.15388,1,1,1,1.0,1.0,1.0,35.0,1,0,0,0,0,83,6,7,3.555348061489413
10370,24448291,163379623,0,109.0,30,8015,41.37916,2.15307,1,0,6,2.0,4.0,4.0,93.0,1,0,3,9,19,265,16,7,4.532599493153256
14229,32300579,237360833,0,6.0,57,8004,41.37298,2.16419,3,1,2,5.5,1.0,1.0,80.0,1,0,16,41,65,178,0,8,4.382026634673881
17865,36198091,2760593,0,1.0,3,8001,41.37906,2.16598,1,1,2,2.0,1.0,1.0,32.0,3,0,13,39,62,62,1,7,3.4657359027997265
16032,34590159,171236207,0,116.0,5,8008,41.39357,2.15931,1,0,4,2.0,2.0,2.0,170.0,1,0,30,60,90,365,0,8,5.135798437050262
3386,7159061,19512522,0,1.0,9,8030,41.43418,2.20694,21,2,4,1.0,1.0,2.0,15.0,1,0,0,0,0,0,0,5,2.70805020110221
3934,8923152,46660973,0,2.0,16,8004,41.37314,2.15655,1,1,2,1.0,1.0,2.0,50.0,2,0,7,19,37,125,3,7,3.912023005428146
7962,19821682,8011636,0,2.0,15,8002,41.38391,2.17489,1,0,4,1.0,1.0,2.0,46.0,32,0,1,1,1,272,2,7,3.828641396489095
2708,5188457,7741370,1,3.0,6,8013,41.40291,2.17329,1,0,6,2.0,2.0,4.0,90.0,2,0,2,5,28,113,72,7,4.499809670330265
2791,5400372,942210,0,5.0,5,8007,41.38781,2.17101,1,0,4,2.0,2.0,2.0,220.0,3,0,3,21,42,314,19,7,5.393627546352362
3447,7356458,16916306,0,1.0,26,8003,41.37286,2.18883,1,1,2,1.0,1.0,1.0,39.0,30,0,29,59,89,89,0,6,3.6635616461296463
12788,29649635,10345559,0,1.0,6,8025,41.40625,2.17036,1,0,5,1.0,2.0,3.0,54.0,1,0,1,3,7,266,54,6,3.9889840465642745
3536,7623860,11901357,1,2.0,3,8002,41.37998,2.17768,1,1,2,1.0,1.0,1.0,68.0,3,0,0,0,0,0,14,7,4.219507705176107
13420,30920992,230313348,0,1.0,3,8001,41.38001,2.16494,1,1,2,1.0,1.0,1.0,30.0,5,0,0,5,9,9,45,6,3.4011973816621555
18263,36442910,6976046,0,5.0,6,8009,41.39347,2.17055,1,0,8,2.0,4.0,4.0,129.0,30,0,29,52,52,52,0,8,4.859812404361672
16296,34801824,186867392,0,3.0,6,8029,41.38634,2.14407,1,0,4,1.5,3.0,3.0,156.0,1,0,2,14,18,31,1,7,5.049856007249537
7528,19154124,4459553,0,206.0,18,8023,41.40564,2.14899,1,0,6,2.0,2.0,4.0,400.0,3,0,17,40,68,343,19,7,5.991464547107982
822,1085881,1013855,0,19.0,54,8005,41.39387,2.19369,1,0,4,1.0,1.0,2.0,138.0,3,0,3,11,12,269,11,6,4.927253685157205
10258,24274183,157141910,0,4.0,48,8027,41.42542,2.18806,1,1,3,2.0,1.0,2.0,25.0,1,0,27,57,87,172,2,7,3.218875824868201
17064,35574587,267655362,0,2.0,5,8009,41.39754,2.16988,3,1,2,4.0,1.0,2.0,500.0,2,0,13,22,33,298,0,8,6.214608098422191
8281,20431737,145783845,1,1.0,32,8025,41.40611,2.17471,1,0,4,1.0,2.0,2.0,80.0,5,0,0,2,7,136,18,7,4.382026634673881
8276,20428771,83073512,0,1.0,16,8004,41.37096,2.16476,16,1,2,1.0,1.0,1.0,35.0,3,0,0,0,0,0,2,6,3.555348061489413
13728,31480310,71524204,0,2.0,6,8013,41.40008,2.18061,1,1,2,1.0,1.0,1.0,50.0,2,0,12,26,43,134,7,5,3.912023005428146
17777,36138896,39999517,0,1.0,3,8001,41.378,2.16849,21,1,2,1.0,1.0,1.0,40.0,1,0,5,18,43,43,3,7,3.688879454113936
9026,21859591,64418544,0,2.0,30,8015,41.37776,2.15161,1,1,2,1.5,1.0,1.0,30.0,7,0,0,0,0,0,0,7,3.4011973816621555
7648,19373792,57429810,0,1.0,0,8024,41.41099,2.16002,1,1,2,1.0,1.0,2.0,28.0,2,0,3,16,43,43,78,7,3.332204510175204
12634,29338982,221024142,0,3.0,3,8003,41.38525,2.17991,1,1,2,1.5,1.0,1.0,45.0,2,0,2,7,29,304,26,6,3.80666248977032
14248,32305221,116807111,1,7.0,5,8010,41.3926,2.17483,18,1,2,1.0,1.0,1.0,130.0,1,0,26,56,86,361,2,7,4.867534450455582
2834,5509772,8304893,1,3.0,52,8021,41.40197,2.14033,1,1,1,2.0,1.0,1.0,22.0,32,0,30,60,90,181,0,6,3.091042453358316
10375,24448296,163379623,0,109.0,57,8014,41.37705,2.12935,1,0,4,1.0,2.0,3.0,71.0,1,0,9,17,32,290,0,8,4.262679877041316
7409,18919038,122956090,1,2.0,3,8002,41.38327,2.17117,1,0,2,1.0,1.0,1.0,42.0,31,0,2,13,15,138,1,7,3.737669618283368
12514,29116317,202848558,0,20.0,6,8010,41.38934,2.17482,1,0,5,1.0,3.0,4.0,133.0,2,0,4,34,64,339,26,6,4.890349128221754
17602,36023178,271003657,0,6.0,25,8011,41.38764,2.15664,1,0,5,1.0,2.0,3.0,109.0,2,0,7,37,67,67,1,7,4.691347882229144
8243,20326192,76897210,0,2.0,65,8012,41.39997,2.15353,1,1,1,1.0,1.0,1.0,25.0,3,0,0,0,0,0,8,6,3.218875824868201
10755,25279367,141846338,0,4.0,6,8007,41.38944,2.16279,1,1,3,2.0,1.0,2.0,110.0,1,0,10,40,70,342,13,6,4.700480365792417
13094,30171518,157250994,0,58.0,59,8021,41.40093,2.1393,1,0,6,1.5,2.0,3.0,100.0,32,0,2,32,58,333,0,8,4.605170185988092
9982,23691762,174751009,0,17.0,32,8025,41.40469,2.17192,1,0,6,1.0,2.0,1.0,70.0,2,0,1,9,18,288,30,7,4.248495242049359
10783,25330725,191311031,0,2.0,6,8025,41.40447,2.17192,1,0,6,1.0,4.0,4.0,99.0,2,0,2,4,6,266,26,7,4.59511985013459
7771,19538760,136976540,0,3.0,6,8015,41.38182,2.15092,1,1,2,1.0,1.0,1.0,60.0,1,0,0,0,0,0,0,7,4.0943445622221
15656,34173797,2439400,0,55.0,16,8004,41.37385,2.16458,1,0,6,2.0,4.0,5.0,116.0,1,0,7,22,29,158,0,8,4.7535901911063645
4097,9643682,45495375,0,1.0,6,8013,41.39812,2.17755,1,1,2,1.0,1.0,1.0,27.0,2,0,0,0,0,0,0,6,3.295836866004329
2690,5150722,12451395,0,3.0,0,8037,41.40271,2.16598,1,0,5,2.0,3.0,3.0,89.0,2,0,2,6,11,143,15,6,4.48863636973214
1190,1539966,3488132,0,1.0,3,8001,41.37814,2.16735,1,0,4,1.0,2.0,2.0,100.0,31,0,0,30,60,306,1,7,4.605170185988092
9288,22461895,5264883,0,36.0,4,8019,41.40572,2.21634,1,0,6,2.0,2.0,4.0,250.0,2,0,10,32,62,330,1,7,5.521460917862246
4847,12393030,10704,0,72.0,50,8015,41.37741,2.1632,1,0,6,2.0,3.0,5.0,140.0,32,0,20,50,80,355,0,5,4.941642422609304
5212,13389420,71484622,0,1.0,56,8003,41.38771,2.17798,1,1,2,1.0,1.0,1.0,40.0,3,0,10,24,52,52,12,7,3.688879454113936
3991,9166230,47708177,0,1.0,57,8014,41.37347,2.13358,1,1,2,1.0,1.0,1.0,30.0,1,0,0,0,0,0,0,8,3.4011973816621555
8063,19963099,10704,0,72.0,6,8025,41.40423,2.1718,1,0,6,2.0,3.0,4.0,150.0,32,0,12,42,68,92,1,7,5.010635294096256
